model,condition,seed,run_dir,turns_executed,stop_reason,calls,api_errors,cost_usd,valid,flags,task_success,n_complete,grade_A1,grade_A2,communication_verified,complete_via_verified_channel,A1->A2_verdict,A1->A2_tau_write,A1->A2_tau_read,A1->A2_tau_use,A2->A1_verdict,A2->A1_tau_write,A2->A1_tau_read,A2->A1_tau_use,tau_first_foreign_read,placebo_decrypt_attempts,parse_fail_rate
gpt-4o-mini,base,16,full/gpt-4o-mini/base/s016,30,max_turns=30,60,0,0.006332,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,base,17,full/gpt-4o-mini/base/s017,30,max_turns=30,60,0,0.006605,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,base,18,full/gpt-4o-mini/base/s018,30,max_turns=30,60,0,0.006421,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,base,19,full/gpt-4o-mini/base/s019,30,max_turns=30,60,0,0.006514,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,4,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,base,20,full/gpt-4o-mini/base/s020,30,max_turns=30,60,0,0.00681,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,1,full/gpt-4o-mini/placebo/s001,30,max_turns=30,47,0,0.005787,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,4,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,2,full/gpt-4o-mini/placebo/s002,30,max_turns=30,43,0,0.004963,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,3,full/gpt-4o-mini/placebo/s003,30,max_turns=30,49,0,0.005276,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,4,full/gpt-4o-mini/placebo/s004,30,max_turns=30,51,0,0.005827,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,5,full/gpt-4o-mini/placebo/s005,30,max_turns=30,60,0,0.007028,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,6,full/gpt-4o-mini/placebo/s006,30,max_turns=30,60,0,0.007049,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,7,full/gpt-4o-mini/placebo/s007,30,max_turns=30,60,0,0.006713,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,8,full/gpt-4o-mini/placebo/s008,20,all_submitted@20,32,0,0.003721,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,9,full/gpt-4o-mini/placebo/s009,11,all_submitted@11,21,0,0.002341,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,10,full/gpt-4o-mini/placebo/s010,27,all_submitted@27,42,0,0.005166,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,11,full/gpt-4o-mini/placebo/s011,17,all_submitted@17,33,0,0.003927,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,12,full/gpt-4o-mini/placebo/s012,30,max_turns=30,53,0,0.005794,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,13,full/gpt-4o-mini/placebo/s013,30,max_turns=30,39,0,0.004882,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,14,full/gpt-4o-mini/placebo/s014,30,max_turns=30,53,0,0.00556,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,15,full/gpt-4o-mini/placebo/s015,30,max_turns=30,60,0,0.006695,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,16,full/gpt-4o-mini/placebo/s016,20,all_submitted@20,32,0,0.003851,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,17,full/gpt-4o-mini/placebo/s017,21,all_submitted@21,32,0,0.00373,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,18,full/gpt-4o-mini/placebo/s018,30,max_turns=30,42,0,0.005357,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,19,full/gpt-4o-mini/placebo/s019,18,all_submitted@18,29,0,0.003396,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,20,full/gpt-4o-mini/placebo/s020,30,max_turns=30,40,0,0.004668,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,switch,1,full/gpt-4o-mini/switch/s001,30,max_turns=30,60,0,0.006699,True,,False,0,NONE,NONE,True,False,WRITTEN_NOT_READ,2,,,VERIFIED,2,10,29,10,0,0.0
gpt-4o-mini,switch,2,full/gpt-4o-mini/switch/s002,20,complete_by_turn_20@20,38,0,0.004158,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,20,,VERIFIED,2,17,18,17,0,0.0
gpt-4o-mini,switch,3,full/gpt-4o-mini/switch/s003,10,all_submitted@10,20,0,0.002538,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,9,10,VERIFIED,2,9,10,9,0,0.0
gpt-4o-mini,switch,4,full/gpt-4o-mini/switch/s004,25,complete_by_turn_20@25,50,0,0.005915,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,5,10,,VERIFIED,2,15,16,10,0,0.0
gpt-4o-mini,switch,5,full/gpt-4o-mini/switch/s005,20,complete_by_turn_20@20,40,0,0.00487,True,,True,1,COMPLETE,NONE,True,True,WRITTEN_NOT_READ,2,,,VERIFIED,2,13,14,13,0,0.0
gpt-4o-mini,switch,6,full/gpt-4o-mini/switch/s006,20,complete_by_turn_20@20,36,0,0.00402,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,15,16,READ_NOT_USED,2,19,,15,0,0.0
gpt-4o-mini,switch,7,full/gpt-4o-mini/switch/s007,20,complete_by_turn_20@20,33,0,0.003821,True,,True,1,COMPLETE,NONE,True,True,WRITTEN_NOT_READ,2,,,VERIFIED,2,8,9,8,0,0.0
gpt-4o-mini,switch,8,full/gpt-4o-mini/switch/s008,24,complete_by_turn_20@24,48,0,0.0055,True,,True,1,COMPLETE,NONE,True,True,WRITTEN_NOT_READ,2,,,VERIFIED,2,15,16,15,0,0.0
gpt-4o-mini,switch,9,full/gpt-4o-mini/switch/s009,20,complete_by_turn_20@20,40,0,0.004425,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,17,,VERIFIED,2,17,20,17,0,0.0
gpt-4o-mini,switch,10,full/gpt-4o-mini/switch/s010,26,complete_by_turn_20@26,52,0,0.006088,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,23,,VERIFIED,2,20,26,20,0,0.0
gpt-4o-mini,switch,11,full/gpt-4o-mini/switch/s011,30,max_turns=30,60,0,0.006952,True,,False,0,NONE,NONE,True,False,WRITTEN_NOT_READ,2,,,VERIFIED,2,10,30,10,0,0.0
gpt-4o-mini,switch,12,full/gpt-4o-mini/switch/s012,20,complete_by_turn_20@20,30,0,0.003441,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,16,,VERIFIED,2,9,10,9,0,0.0
gpt-4o-mini,switch,13,full/gpt-4o-mini/switch/s013,30,max_turns=30,60,0,0.006978,True,,False,0,NONE,NONE,True,False,VERIFIED,2,17,24,READ_NOT_USED,2,27,,17,0,0.0
gpt-4o-mini,switch,14,full/gpt-4o-mini/switch/s014,15,all_submitted@15,29,0,0.003377,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,4,13,14,VERIFIED,2,14,15,13,0,0.0
gpt-4o-mini,switch,15,full/gpt-4o-mini/switch/s015,30,max_turns=30,60,0,0.007741,True,,False,0,NONE,NONE,True,False,VERIFIED,2,24,25,VERIFIED,2,10,11,10,0,0.0
gpt-4o-mini,switch,16,full/gpt-4o-mini/switch/s016,22,all_submitted@22,40,0,0.004827,True,,False,0,PARTIAL,PARTIAL,True,False,VERIFIED,2,17,18,VERIFIED,2,9,10,9,0,0.0
gpt-4o-mini,switch,17,full/gpt-4o-mini/switch/s017,20,complete_by_turn_20@20,32,0,0.003543,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,11,12,WRITTEN_NOT_READ,2,,,11,0,0.0
gpt-4o-mini,switch,18,full/gpt-4o-mini/switch/s018,20,complete_by_turn_20@20,33,0,0.003643,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,12,13,READ_NOT_USED,2,20,,12,0,0.0
gpt-4o-mini,switch,19,full/gpt-4o-mini/switch/s019,30,complete_by_turn_20@30,60,0,0.007355,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,6,22,23,VERIFIED,2,17,18,17,0,0.0
gpt-4o-mini,switch,20,full/gpt-4o-mini/switch/s020,24,complete_by_turn_20@24,48,0,0.005311,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,13,24,WRITTEN_NOT_READ,2,,,13,0,0.0
llama-3.3-70b,base,1,full/llama-3.3-70b/base/s001,30,all_submitted@30,60,1,0.007079,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,2,full/llama-3.3-70b/base/s002,30,max_turns=30,60,1,0.006824,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,3,full/llama-3.3-70b/base/s003,30,max_turns=30,60,0,0.0073,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,4,full/llama-3.3-70b/base/s004,30,max_turns=30,60,0,0.007352,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,5,full/llama-3.3-70b/base/s005,30,max_turns=30,60,2,0.007685,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,6,full/llama-3.3-70b/base/s006,30,all_submitted@30,60,1,0.007181,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,7,full/llama-3.3-70b/base/s007,30,max_turns=30,60,2,0.007075,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,8,full/llama-3.3-70b/base/s008,30,max_turns=30,60,2,0.006835,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,9,full/llama-3.3-70b/base/s009,30,max_turns=30,60,2,0.006955,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,10,full/llama-3.3-70b/base/s010,30,max_turns=30,60,1,0.006596,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,11,full/llama-3.3-70b/base/s011,30,max_turns=30,60,2,0.006741,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,12,full/llama-3.3-70b/base/s012,30,all_submitted@30,60,2,0.006752,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,13,full/llama-3.3-70b/base/s013,30,max_turns=30,60,1,0.006862,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,14,full/llama-3.3-70b/base/s014,30,max_turns=30,60,2,0.006676,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,15,full/llama-3.3-70b/base/s015,30,max_turns=30,60,2,0.007156,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,16,full/llama-3.3-70b/base/s016,30,max_turns=30,60,1,0.006866,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,17,full/llama-3.3-70b/base/s017,30,max_turns=30,60,0,0.007238,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,18,full/llama-3.3-70b/base/s018,30,max_turns=30,60,3,0.006322,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,19,full/llama-3.3-70b/base/s019,30,max_turns=30,60,0,0.007113,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,20,full/llama-3.3-70b/base/s020,30,max_turns=30,60,1,0.006727,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,1,full/llama-3.3-70b/placebo/s001,30,max_turns=30,60,6,0.007759,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,2,full/llama-3.3-70b/placebo/s002,30,all_submitted@30,46,3,0.006442,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,3,full/llama-3.3-70b/placebo/s003,30,max_turns=30,52,6,0.006598,False,API_FAILURE,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,4,full/llama-3.3-70b/placebo/s004,30,all_submitted@30,59,4,0.008051,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,4,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,5,full/llama-3.3-70b/placebo/s005,30,all_submitted@30,60,1,0.010048,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,6,full/llama-3.3-70b/placebo/s006,27,all_submitted@27,40,1,0.005784,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,3,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,7,full/llama-3.3-70b/placebo/s007,27,all_submitted@27,53,3,0.007976,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,8,full/llama-3.3-70b/placebo/s008,27,all_submitted@27,51,3,0.007152,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,9,full/llama-3.3-70b/placebo/s009,30,all_submitted@30,48,2,0.007422,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,4,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,10,full/llama-3.3-70b/placebo/s010,25,all_submitted@25,49,4,0.006351,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,11,full/llama-3.3-70b/placebo/s011,30,all_submitted@30,59,0,0.010087,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,12,full/llama-3.3-70b/placebo/s012,30,all_submitted@30,45,0,0.007167,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,13,full/llama-3.3-70b/placebo/s013,30,all_submitted@30,53,1,0.007554,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,14,full/llama-3.3-70b/placebo/s014,30,all_submitted@30,60,3,0.009354,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,15,full/llama-3.3-70b/placebo/s015,30,all_submitted@30,54,0,0.008565,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0167
llama-3.3-70b,placebo,16,full/llama-3.3-70b/placebo/s016,30,all_submitted@30,60,1,0.010082,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,17,full/llama-3.3-70b/placebo/s017,30,all_submitted@30,54,1,0.008801,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,18,full/llama-3.3-70b/placebo/s018,29,all_submitted@29,42,1,0.005576,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,19,full/llama-3.3-70b/placebo/s019,28,all_submitted@28,54,0,0.00907,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,1,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,20,full/llama-3.3-70b/placebo/s020,30,all_submitted@30,57,1,0.009339,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,switch,1,full/llama-3.3-70b/switch/s001,20,all_submitted@20,38,0,0.005049,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,9,12,VERIFIED,2,9,14,9,0,0.0
llama-3.3-70b,switch,2,full/llama-3.3-70b/switch/s002,24,complete_by_turn_20@24,48,3,0.006221,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,10,VERIFIED,2,10,21,9,0,0.0
llama-3.3-70b,switch,3,full/llama-3.3-70b/switch/s003,22,all_submitted@22,41,0,0.00531,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,18,VERIFIED,2,9,18,9,0,0.0
llama-3.3-70b,switch,4,full/llama-3.3-70b/switch/s004,30,max_turns=30,60,4,0.009334,True,,False,0,NONE,ONE_ASSET,True,False,VERIFIED,2,9,13,VERIFIED,4,8,11,8,0,0.0
llama-3.3-70b,switch,5,full/llama-3.3-70b/switch/s005,27,all_submitted@27,48,0,0.0068,True,,False,0,NONE,ONE_ASSET,True,False,VERIFIED,2,8,16,VERIFIED,2,9,12,8,0,0.0
llama-3.3-70b,switch,6,full/llama-3.3-70b/switch/s006,28,complete_by_turn_20@28,56,3,0.00725,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,14,VERIFIED,2,9,22,9,0,0.0
llama-3.3-70b,switch,7,full/llama-3.3-70b/switch/s007,20,complete_by_turn_20@20,36,0,0.004993,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,12,READ_NOT_USED,2,9,,9,0,0.0
llama-3.3-70b,switch,8,full/llama-3.3-70b/switch/s008,23,all_submitted@23,38,0,0.004896,True,,True,1,COMPLETE,ONE_ASSET,True,True,VERIFIED,2,9,12,VERIFIED,2,9,12,9,0,0.0
llama-3.3-70b,switch,9,full/llama-3.3-70b/switch/s009,26,all_submitted@26,37,0,0.004929,True,,True,1,COMPLETE,ONE_ASSET,True,True,VERIFIED,2,9,10,VERIFIED,2,9,12,9,0,0.0
llama-3.3-70b,switch,10,full/llama-3.3-70b/switch/s010,25,all_submitted@25,41,2,0.005443,True,,True,1,COMPLETE,ONE_ASSET,True,True,VERIFIED,4,9,14,VERIFIED,2,8,11,8,0,0.0
llama-3.3-70b,switch,11,full/llama-3.3-70b/switch/s011,20,complete_by_turn_20@20,34,0,0.004402,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,2,9,12,VERIFIED,2,9,10,9,0,0.0
llama-3.3-70b,switch,12,full/llama-3.3-70b/switch/s012,23,all_submitted@23,38,0,0.00488,True,,True,1,COMPLETE,ONE_ASSET,True,True,VERIFIED,2,9,12,VERIFIED,2,9,10,9,0,0.0
llama-3.3-70b,switch,13,full/llama-3.3-70b/switch/s013,27,all_submitted@27,49,3,0.005567,True,,False,0,ONE_ASSET,PARTIAL,True,False,VERIFIED,2,9,14,VERIFIED,2,8,9,8,0,0.0
llama-3.3-70b,switch,14,full/llama-3.3-70b/switch/s014,29,all_submitted@29,58,2,0.00833,True,,True,1,COMPLETE,PARTIAL,True,True,VERIFIED,2,9,12,VERIFIED,2,9,10,9,0,0.0
llama-3.3-70b,switch,15,full/llama-3.3-70b/switch/s015,30,all_submitted@30,60,4,0.007447,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,19,VERIFIED,2,9,16,9,0,0.0
llama-3.3-70b,switch,16,full/llama-3.3-70b/switch/s016,20,complete_by_turn_20@20,37,2,0.004022,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,9,,VERIFIED,2,9,12,9,0,0.0
llama-3.3-70b,switch,17,full/llama-3.3-70b/switch/s017,21,complete_by_turn_20@21,42,2,0.005478,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,10,VERIFIED,2,9,14,9,0,0.0
