model,condition,turn,metric,mean,ci_low,ci_high,n_runs
gpt-4o-mini,base,23,H,0.21670304873229695,0.17094242308433555,0.2592236188888607,20
gpt-4o-mini,base,24,H,0.19779292446582047,0.1704091638704818,0.22748676022994302,20
gpt-4o-mini,base,25,H,0.26194530706359415,0.2212445681902751,0.2998511702709412,20
gpt-4o-mini,base,26,H,0.18342860167735253,0.15537442193981424,0.21027399668962474,20
gpt-4o-mini,base,27,H,0.2198205770090511,0.17356693790505892,0.2631585412177213,20
gpt-4o-mini,base,28,H,0.1988731727175571,0.16412745236850998,0.2331181896066298,20
gpt-4o-mini,base,29,H,0.14109331634299363,0.10393069325339684,0.1812746158208319,20
gpt-4o-mini,base,30,H,0.16670986431733376,0.12127717946413755,0.21723590861743128,20
gpt-4o-mini,switch,1,H,0.00015107767521069828,0.00014309068765987844,0.00016095707593703748,20
gpt-4o-mini,switch,2,H,0.21101291103438968,0.2015919805760069,0.21922886231341077,20
gpt-4o-mini,switch,3,H,0.19677954500617784,0.16959807716627967,0.22474046299839484,20
gpt-4o-mini,switch,4,H,0.26648981505865826,0.22753015109279176,0.30900350835211166,20
gpt-4o-mini,switch,5,H,0.23780418702715816,0.21701569176256733,0.2607861117319597,20
gpt-4o-mini,switch,6,H,0.2147020001291826,0.17165861714315953,0.2654540160232633,20
gpt-4o-mini,switch,7,H,0.2317003832164899,0.19298470625693187,0.27037690422042476,20
gpt-4o-mini,switch,8,H,0.2680429650018857,0.2281497966046521,0.3146150731833265,20
gpt-4o-mini,switch,9,H,0.16415969510991757,0.1366636591148145,0.19060748462860796,20
gpt-4o-mini,switch,10,H,0.2644605949444166,0.22085882912226754,0.31139668005532134,20
gpt-4o-mini,switch,11,H,0.25734263503478616,0.21430320983671355,0.30256543010717096,20
gpt-4o-mini,switch,12,H,0.26754761238940583,0.23496495431067918,0.3010950514807319,20
gpt-4o-mini,switch,13,H,0.23868665833886582,0.19677745785249162,0.28252045601159226,20
gpt-4o-mini,switch,14,H,0.24356992108242406,0.19267211592014333,0.29333362154313825,19
gpt-4o-mini,switch,15,H,0.22751261954287252,0.18063591403679646,0.274679537589982,19
gpt-4o-mini,switch,16,H,0.23094716868969165,0.18697727023361327,0.28602766294159593,19
gpt-4o-mini,switch,17,H,0.23091501435028372,0.19029646219881025,0.2718960130966213,19
gpt-4o-mini,switch,18,H,0.232833977821538,0.19946221936199793,0.26719294315034436,19
gpt-4o-mini,switch,19,H,0.21155235518889837,0.17002473000002022,0.2557492092628578,19
gpt-4o-mini,switch,20,H,0.20524155865191016,0.14503133917460964,0.27513789291101504,19
gpt-4o-mini,switch,21,H,0.17168222513454723,0.1276690047741198,0.21120527800449346,8
gpt-4o-mini,switch,22,H,0.18152217441560264,0.13023572957304777,0.22742531853568546,8
gpt-4o-mini,switch,23,H,0.29233826418820896,0.18792896666265155,0.3936093786045224,7
gpt-4o-mini,switch,24,H,0.1193697737911289,0.07280415016995198,0.17320747217953958,7
gpt-4o-mini,placebo,1,H,0.00016085315174761927,0.00014701712109691658,0.00017867397878942604,20
gpt-4o-mini,placebo,2,H,0.20569407342447038,0.197021874338329,0.21391678290114946,20
gpt-4o-mini,placebo,3,H,0.1982456471085256,0.16608844275283574,0.2292891199572138,20
gpt-4o-mini,placebo,4,H,0.3049023699340092,0.26236384959878,0.3460212462356846,20
gpt-4o-mini,placebo,5,H,0.20977021450596567,0.19711462981628824,0.22341118468106463,20
gpt-4o-mini,placebo,6,H,0.21199800904439722,0.18540778962762533,0.23849371778495654,20
gpt-4o-mini,placebo,7,H,0.22179182531100788,0.1855469062683038,0.25869166972579705,20
gpt-4o-mini,placebo,8,H,0.2630492363587184,0.24080367137417916,0.2927054520729475,20
gpt-4o-mini,placebo,9,H,0.2577941381672094,0.211875669022838,0.3101909649320395,20
gpt-4o-mini,placebo,10,H,0.271978496289833,0.23396149448170891,0.30799478465744207,20
gpt-4o-mini,placebo,11,H,0.2421775050920012,0.2090788157395383,0.2740246926824523,20
gpt-4o-mini,placebo,12,H,0.2626541112057931,0.21908249928950796,0.3084633887238166,20
gpt-4o-mini,placebo,13,H,0.27147803249661623,0.23588228681212134,0.3076488342919476,20
gpt-4o-mini,placebo,14,H,0.19815105771930672,0.1617903215495034,0.23363614376085742,20
gpt-4o-mini,placebo,15,H,0.18186908096734086,0.15638023101229684,0.20736084938974816,20
gpt-4o-mini,placebo,16,H,0.23559473345162293,0.19958057303809837,0.2783643633299524,20
gpt-4o-mini,placebo,17,H,0.23192197261466907,0.1893018548955386,0.27723608035244857,20
gpt-4o-mini,placebo,18,H,0.19603895477428795,0.15901968008659645,0.23583909006425763,20
gpt-4o-mini,placebo,19,H,0.22894581332531777,0.1776127708129186,0.2839935010183644,20
gpt-4o-mini,placebo,20,H,0.20524656662240806,0.15456432087977326,0.2665492743805318,20
gpt-4o-mini,placebo,21,H,0.18330417656264356,0.13702161271829527,0.23150538317063513,20
gpt-4o-mini,placebo,22,H,0.14936604734023456,0.1121040724835764,0.19353137103695103,20
gpt-4o-mini,placebo,23,H,0.13585204875313509,0.09760730990304964,0.17953797050392595,20
gpt-4o-mini,placebo,24,H,0.15861390765356193,0.11436596813646431,0.21329229495153773,20
gpt-4o-mini,placebo,25,H,0.17360280274778334,0.13600031163050427,0.2131082712388685,20
gpt-4o-mini,placebo,26,H,0.18148864443904406,0.11990954459198894,0.2573134758891399,20
gpt-4o-mini,placebo,27,H,0.1651536369791944,0.1099987452287864,0.23101284600207445,20
gpt-4o-mini,placebo,28,H,0.14961567800736109,0.11246363021612818,0.1880014829268631,20
gpt-4o-mini,placebo,29,H,0.1317838107706349,0.09423907833827724,0.17660352640415086,20
gpt-4o-mini,placebo,30,H,0.18027917595757034,0.11549333111472364,0.2580846841701926,20
llama-3.3-70b,base,1,H,9.803510808424248e-05,9.101682070518296e-05,0.0001052929429260471,20
llama-3.3-70b,base,2,H,0.24087373771285714,0.21026136601041107,0.2677082908491671,20
llama-3.3-70b,base,3,H,0.009084603756165313,0.0003242834869034208,0.026573566794878063,20
llama-3.3-70b,base,4,H,0.33176937216697955,0.2974562887996886,0.37141882970972406,20
llama-3.3-70b,base,5,H,0.008422225085488334,0.0004089286678625366,0.021189888608375132,20
llama-3.3-70b,base,6,H,0.4334989976232283,0.38666074157946734,0.47826110738743094,20
llama-3.3-70b,base,7,H,0.016898518792826663,0.0005379042366937403,0.04283904604236065,20
llama-3.3-70b,base,8,H,0.3661189358240458,0.27410464153344455,0.46362755441285874,20
llama-3.3-70b,base,9,H,0.04515906057866391,0.011586336827420458,0.09034877729183032,20
llama-3.3-70b,base,10,H,0.3336163988089377,0.25188355163782655,0.41425801051773975,20
llama-3.3-70b,base,11,H,0.06621712136046887,0.024900918782976744,0.11079954270705182,20
llama-3.3-70b,base,12,H,0.26084178256979423,0.19432664673058747,0.3298824961750688,20
llama-3.3-70b,base,13,H,0.08275180017352642,0.03484007082872549,0.1379101720753747,20
llama-3.3-70b,base,14,H,0.2148868520701761,0.17387859516526846,0.2599274541952716,20
llama-3.3-70b,base,15,H,0.095232597353071,0.0447264628131573,0.15247488404390988,20
llama-3.3-70b,base,16,H,0.16408894670874546,0.11788443681690086,0.2048914266359844,20
llama-3.3-70b,base,17,H,0.10204773217627487,0.060229151711467324,0.14789682975527013,20
llama-3.3-70b,base,18,H,0.1565672855498568,0.1136902770995719,0.19705925773223595,20
llama-3.3-70b,base,19,H,0.11646000536067658,0.06225450452952798,0.17208216032916604,20
llama-3.3-70b,base,20,H,0.15865129185948668,0.10587173023422387,0.21438661554338373,20
llama-3.3-70b,base,21,H,0.1021639103627096,0.04867768762519407,0.16149303950668814,20
llama-3.3-70b,base,22,H,0.15018148838451972,0.10397061669065874,0.20057636017025376,20
llama-3.3-70b,base,23,H,0.09502884067353753,0.05079064391436584,0.14661241304336348,20
llama-3.3-70b,base,24,H,0.12812801864660453,0.0908782205503654,0.16683873742491284,20
llama-3.3-70b,base,25,H,0.08877447969005045,0.05033997778136973,0.13743914373629312,20
llama-3.3-70b,base,26,H,0.1098154865667568,0.07654041762759675,0.1428141554131985,20
llama-3.3-70b,base,27,H,0.06874268387847704,0.04336235498261531,0.09728543626580319,20
llama-3.3-70b,base,28,H,0.12734646099510646,0.09454171435586164,0.16012317812208565,20
llama-3.3-70b,base,29,H,0.09753014351278784,0.05147558419080758,0.16240178787065204,20
llama-3.3-70b,base,30,H,0.18797616563799105,0.1505207543447804,0.23348890414358733,20
llama-3.3-70b,switch,1,H,9.369672110526342e-05,8.229703635520712e-05,0.00010220090690155761,20
llama-3.3-70b,switch,2,H,0.23735373268777382,0.1968526506569841,0.27496282546413375,19
llama-3.3-70b,switch,3,H,0.030894464060503744,0.0003119650315734196,0.06389150067778224,20
llama-3.3-70b,switch,4,H,0.29011131304821186,0.2332384055174627,0.3551897546599799,20
llama-3.3-70b,switch,5,H,0.03194637403310938,0.009869337665651876,0.058068667698694836,20
llama-3.3-70b,switch,6,H,0.3787536496060262,0.3180959913008949,0.4449516248422398,20
llama-3.3-70b,switch,7,H,0.05989109741220019,0.020301916263398005,0.10514520841422456,20
llama-3.3-70b,switch,8,H,0.3745526609885045,0.30323843164717373,0.4478113044900808,20
llama-3.3-70b,switch,9,H,0.07377903937072516,0.026529281850887147,0.1259757755139151,20
llama-3.3-70b,switch,10,H,0.3421365266551039,0.27652981317950653,0.4028696849746236,20
llama-3.3-70b,switch,11,H,0.07120926979854887,0.030515495373501945,0.11631482939265098,20
llama-3.3-70b,switch,12,H,0.269495415509801,0.20429018138573532,0.3304807041932434,20
llama-3.3-70b,switch,13,H,0.07092392871639638,0.03084877060456499,0.11753788445900182,20
llama-3.3-70b,switch,14,H,0.21434371447046724,0.1512952000013403,0.27549783490085406,20
llama-3.3-70b,switch,15,H,0.07829961715874967,0.032249940002415024,0.13077212477800043,20
llama-3.3-70b,switch,16,H,0.17959497847842829,0.12400288407416118,0.23789555670263482,19
llama-3.3-70b,switch,17,H,0.09430316960354344,0.03804303544704524,0.15532294332549113,18
llama-3.3-70b,switch,18,H,0.15421415349799936,0.09346713481973953,0.2221458274960987,19
llama-3.3-70b,switch,19,H,0.08011763460977034,0.02674060607160106,0.1409414617790937,18
llama-3.3-70b,switch,20,H,0.14448850747077488,0.07846715006310559,0.21522025066047623,16
llama-3.3-70b,switch,21,H,0.08287241942821243,0.03118086373844733,0.14297732231070492,6
llama-3.3-70b,switch,22,H,0.07781621455850944,0.00430923612808554,0.15991052989612026,5
llama-3.3-70b,placebo,1,H,9.99674280093474e-05,9.336608385628894e-05,0.00010904939213749495,20
llama-3.3-70b,placebo,2,H,0.24702288544435153,0.21852579586386567,0.27216485368670906,20
llama-3.3-70b,placebo,3,H,0.009282055629520404,0.0003251658554539913,0.027172072874104822,20
llama-3.3-70b,placebo,4,H,0.3046288252735674,0.2539799046095124,0.3543970064988777,20
llama-3.3-70b,placebo,5,H,0.022349580356930278,0.006329903943344155,0.04093086684502928,20
llama-3.3-70b,placebo,6,H,0.36843055137986835,0.30781678313616256,0.42955295662188664,20
llama-3.3-70b,placebo,7,H,0.05687602588479383,0.018815599795091644,0.10949497642445406,20
llama-3.3-70b,placebo,8,H,0.30399424272731806,0.22598845643028329,0.3872869547341401,20
llama-3.3-70b,placebo,9,H,0.12136379781648751,0.05671955360252666,0.1970793375189868,20
llama-3.3-70b,placebo,10,H,0.34040840015199375,0.2642267536647726,0.41511363222723996,20
llama-3.3-70b,placebo,11,H,0.17422537654498432,0.10991752055978189,0.24027472792557847,20
llama-3.3-70b,placebo,12,H,0.29024240480292735,0.20894748696086846,0.3739053903049712,20
llama-3.3-70b,placebo,13,H,0.16435293313561217,0.09441191249285859,0.2347357384105236,20
llama-3.3-70b,placebo,14,H,0.22966576219682566,0.16425424093221308,0.28869558776368004,20
llama-3.3-70b,placebo,15,H,0.15901528752247665,0.08499862541497992,0.24238720255141497,20
llama-3.3-70b,placebo,16,H,0.1795591273539881,0.11431014317647054,0.2514875207646136,20
llama-3.3-70b,placebo,17,H,0.2022723994825832,0.1263987814780028,0.2810579717383684,20
llama-3.3-70b,placebo,18,H,0.2007211283152935,0.11789957839963547,0.28820991095295373,20
llama-3.3-70b,placebo,19,H,0.14707478630894508,0.07808560914745481,0.2199566012569298,19
llama-3.3-70b,placebo,20,H,0.16933442829373332,0.08895232110630721,0.24986909817040445,20
llama-3.3-70b,placebo,21,H,0.180842340282932,0.10803273367594249,0.25893170931400117,19
llama-3.3-70b,placebo,22,H,0.15263723412178737,0.07930095514046405,0.23087028227850115,20
llama-3.3-70b,placebo,23,H,0.15672344102895203,0.08177581974463588,0.23800590845947717,19
llama-3.3-70b,placebo,24,H,0.1378146313546308,0.0713625057128726,0.2105262461934101,18
llama-3.3-70b,placebo,25,H,0.1307116636826284,0.06558502493889547,0.20373440216679273,18
llama-3.3-70b,placebo,26,H,0.1288649496165065,0.07030068973370329,0.18810096869596918,18
llama-3.3-70b,placebo,27,H,0.09948539664264085,0.04419258912956545,0.16065294563767502,17
llama-3.3-70b,placebo,28,H,0.14918366949094103,0.08397992345372739,0.22326734655446134,18
llama-3.3-70b,placebo,29,H,0.12306005776335383,0.05361572547856525,0.19541684795875056,15
llama-3.3-70b,placebo,30,H,0.15534494547276312,0.06125867586222068,0.26884046670624223,13
qwen3-235b,base,1,H,0.09691616589097164,0.07576063889232698,0.11780564862427129,20
qwen3-235b,base,2,H,0.10284883701929219,0.10071149372400241,0.10562686274427371,20
qwen3-235b,base,3,H,0.07919864104642017,0.07886961405245416,0.07948610634341954,20
qwen3-235b,base,4,H,0.09930927359377033,0.0983207202267402,0.09992061153318295,20
qwen3-235b,base,5,H,0.1070103753782113,0.10639319106234814,0.10732207452719593,20
qwen3-235b,base,6,H,0.4586852121011237,0.45868508226538207,0.45868547177260677,20
qwen3-235b,base,7,H,0.5182199199829031,0.5180339416738747,0.5184138008406167,20
qwen3-235b,base,8,H,0.5179839528835273,0.5179007424954262,0.5181479836592472,20
qwen3-235b,base,9,H,0.33984942029476806,0.3397828472909017,0.33988288826708835,20
qwen3-235b,base,10,H,0.43813941593217065,0.4381336493501434,0.43814372920096806,20
qwen3-235b,base,11,H,0.36138996573332577,0.3599547187178211,0.3621084146728988,20
qwen3-235b,base,12,H,0.2688390803504626,0.2688109519094883,0.2688552940799124,20
qwen3-235b,base,13,H,0.3721420127290392,0.36992946765571944,0.3735023669201046,20
qwen3-235b,base,14,H,0.405442323915706,0.40543097173593956,0.405450026033286,20
qwen3-235b,base,15,H,0.3828380247819399,0.38283550020331425,0.38283970783435695,20
qwen3-235b,base,16,H,0.43277901450017475,0.43277901450017475,0.43277901450017475,20
qwen3-235b,base,17,H,0.4107820511159038,0.41018970686245837,0.4111394446735876,20
qwen3-235b,base,18,H,0.3134632675187411,0.3134632675187411,0.3134632675187411,20
qwen3-235b,base,19,H,0.28612216440593413,0.28612216440593413,0.28612216440593413,20
qwen3-235b,base,20,H,0.41883525057313664,0.4174750267092357,0.4207296054444819,20
qwen3-235b,base,21,H,0.3699062123144724,0.36699477376780626,0.37572628680770276,20
qwen3-235b,base,22,H,0.3806749944308428,0.380657094206143,0.3806901554308054,20
qwen3-235b,base,23,H,0.2699283569947474,0.2695760361637242,0.2701075380449451,20
qwen3-235b,base,24,H,0.36403521745325573,0.36403521745325573,0.36403521745325573,20
qwen3-235b,base,25,H,0.33553399008817797,0.33549762857600895,0.33557035160034693,20
qwen3-235b,base,26,H,0.334950625471033,0.33366586112691926,0.3356326917051412,20
qwen3-235b,base,27,H,0.3821875182928621,0.3821659587416026,0.3822019537589622,20
qwen3-235b,base,28,H,0.5243530230698858,0.5232041027528243,0.5249419565013079,20
qwen3-235b,base,29,H,0.40532351013528906,0.4045231191960654,0.4068889269257229,20
qwen3-235b,base,30,H,0.5638496132870502,0.5622627803408042,0.5650438830440367,20
qwen3-235b,switch,1,H,0.12326397570191774,0.12304957199412406,0.12350869072210065,20
qwen3-235b,switch,2,H,0.10282870071957632,0.10169322543100356,0.1041502062053629,20
qwen3-235b,switch,3,H,0.07904893615402672,0.07866046717621036,0.07924549465996397,20
qwen3-235b,switch,4,H,0.10206600834001747,0.100647636452374,0.10365624993069698,20
qwen3-235b,switch,5,H,0.09556729169662075,0.08773841866802495,0.1033935518859821,20
qwen3-235b,switch,6,H,0.4448937318653085,0.43569949817337844,0.45408796528848655,20
qwen3-235b,switch,7,H,0.5185759792016664,0.5162699652144048,0.5201852983807961,20
qwen3-235b,switch,8,H,0.5084363151427698,0.5014562096724297,0.5139187237869252,20
qwen3-235b,switch,9,H,0.6187989984921323,0.5660494722988886,0.6624098164563785,20
qwen3-235b,switch,10,H,0.5263694515396227,0.5134367151359546,0.539301250079711,20
qwen3-235b,switch,11,H,0.5951874039379879,0.5793851372162709,0.6118100412181057,20
qwen3-235b,switch,12,H,0.5498659924798817,0.48252386472125597,0.6111752694948344,20
qwen3-235b,switch,13,H,0.5596014335018182,0.5028441680488271,0.6199857320622865,20
qwen3-235b,switch,14,H,0.3802039217741506,0.29546572516147496,0.47063810857163035,20
qwen3-235b,switch,15,H,0.2494609067348444,0.14773486040506972,0.35496171540993104,20
qwen3-235b,switch,16,H,0.4939913719172345,0.4305219530855905,0.5479204996261567,20
qwen3-235b,switch,17,H,0.18781952788930378,0.09244360653202192,0.2957139867958644,20
qwen3-235b,switch,18,H,0.5235091897671266,0.46971086989900424,0.5754573907577974,7
qwen3-235b,switch,19,H,0.547855072582007,0.5258076003844633,0.5717930600501439,7
qwen3-235b,switch,20,H,0.5389993181395437,0.42162090007223146,0.6308141011907493,7
qwen3-235b,switch,21,H,0.508210020331833,0.4273052950486273,0.5679536459290349,7
qwen3-235b,switch,22,H,0.5442261669002103,0.5093521432582773,0.5783518980426777,7
qwen3-235b,switch,23,H,0.5604938603197686,0.5056568556264197,0.6079274648746855,7
qwen3-235b,switch,24,H,0.45185909948320874,0.3930294446690686,0.4987884319789426,7
qwen3-235b,switch,25,H,0.5362849458398634,0.46754511960313244,0.6007181015012684,7
qwen3-235b,switch,26,H,0.5794491461327783,0.4373081474783081,0.6998073829567019,7
qwen3-235b,switch,27,H,0.5616733758665141,0.4949130597146068,0.6238373538403703,5
qwen3-235b,switch,28,H,0.5272904404776178,0.5248510321675106,0.5306880279332841,5
qwen3-235b,switch,29,H,0.47243832911129874,0.4187606362785692,0.5598287707458235,5
qwen3-235b,placebo,1,H,0.12317020065285819,0.12301502772078161,0.12338393434463069,20
qwen3-235b,placebo,2,H,0.1043863525261823,0.10192313315318152,0.10789955790190936,20
qwen3-235b,placebo,3,H,0.08078975873787539,0.07923732656692528,0.08329138265350912,20
qwen3-235b,placebo,4,H,0.11951024893478782,0.09987354957698327,0.1538117529838372,20
qwen3-235b,placebo,5,H,0.12107315033995984,0.10392925856117206,0.1534146619355684,20
qwen3-235b,placebo,6,H,0.45959073369181846,0.4437167520148531,0.47999477647913463,20
qwen3-235b,placebo,7,H,0.5096447323618292,0.4871051029449438,0.5236675292517057,20
qwen3-235b,placebo,8,H,0.509290570948592,0.4887109082383364,0.5254245064951077,20
qwen3-235b,placebo,9,H,0.6055472216059797,0.5798462940430675,0.6296025379112465,20
qwen3-235b,placebo,10,H,0.25685119028870956,0.22764080553482852,0.29601114921112714,20
qwen3-235b,placebo,11,H,0.055836799911309555,0.04156970678800043,0.07397102790299395,20
qwen3-235b,placebo,12,H,0.3819506566831141,0.3174398399296123,0.4395607002693863,20
qwen3-235b,placebo,13,H,0.42808676074512597,0.3506893703936292,0.5086991015348089,20
qwen3-235b,placebo,14,H,0.47823234850106083,0.40160415411517386,0.5512399951430522,20
qwen3-235b,placebo,15,H,0.31994498337673705,0.2633813816004858,0.3707246219187418,20
qwen3-235b,placebo,16,H,0.4902852482303988,0.44003277694314397,0.5361479619123624,20
qwen3-235b,placebo,17,H,0.4567033399462509,0.4101913020296287,0.5025789216844342,20
qwen3-235b,placebo,18,H,0.398740967502068,0.36313061423899845,0.4385052227221077,20
qwen3-235b,placebo,19,H,0.3953900792434668,0.35537636858292754,0.4371802665897614,20
qwen3-235b,placebo,20,H,0.448497400479535,0.398489750655151,0.5010497727421742,20
qwen3-235b,placebo,21,H,0.38886423667985043,0.36323198787851974,0.4191882844649071,20
qwen3-235b,placebo,22,H,0.3833290772217647,0.3380068700175174,0.43142488833547976,20
qwen3-235b,placebo,23,H,0.37632045604949155,0.32416572062933263,0.43076094338320614,20
qwen3-235b,placebo,24,H,0.44285866059242773,0.3866443785807145,0.49375474466051816,20
qwen3-235b,placebo,25,H,0.3228267403277077,0.29618478858670766,0.3532643028329817,20
qwen3-235b,placebo,26,H,0.3561969728214126,0.31183571609485766,0.3903253114159665,20
qwen3-235b,placebo,27,H,0.3157648107935492,0.25186531899250525,0.38070249460574795,20
qwen3-235b,placebo,28,H,0.4340998806131068,0.37578666896898916,0.49296831671420727,20
qwen3-235b,placebo,29,H,0.4695147396429949,0.42384587636240817,0.5131461315504662,20
qwen3-235b,placebo,30,H,0.48609574055745053,0.41455917193289454,0.5564142048305201,20
gpt-4o-mini,base,1,H_adj,0.013534064871917006,0.013524697213509372,0.013543627736380452,20
gpt-4o-mini,base,2,H_adj,0.2132288561750702,0.2080451271727728,0.2184359415807934,20
gpt-4o-mini,base,3,H_adj,0.19878324335628167,0.1587944277517662,0.23382328180080938,20
gpt-4o-mini,base,4,H_adj,0.2012983047034392,0.1675118736074555,0.23869622707434152,20
gpt-4o-mini,base,5,H_adj,0.21541694039109377,0.20477753012391708,0.22644206504710832,20
gpt-4o-mini,base,6,H_adj,0.23156950598681897,0.18526395122959669,0.2782231887768328,20
gpt-4o-mini,base,7,H_adj,0.24164045769620573,0.21431128869159322,0.2698258898703468,20
gpt-4o-mini,base,8,H_adj,0.2556792399172321,0.23877725927982701,0.2734340154183738,20
gpt-4o-mini,base,9,H_adj,0.23358271598192934,0.20405313103148115,0.26797380643299545,20
gpt-4o-mini,base,10,H_adj,0.2346537383498523,0.17978584616907795,0.2847980729485815,20
gpt-4o-mini,base,11,H_adj,0.22355224090208808,0.19200806683621285,0.25666440584831834,20
gpt-4o-mini,base,12,H_adj,0.21654508006722226,0.1753617259157806,0.2518148272735499,20
gpt-4o-mini,base,13,H_adj,0.21258229914046006,0.18603760097687747,0.24161635640638857,20
gpt-4o-mini,base,14,H_adj,0.22517068326228604,0.18375871259094634,0.2695670196464443,20
gpt-4o-mini,base,15,H_adj,0.2106684162365186,0.1838867220704657,0.23737968801050127,20
gpt-4o-mini,base,16,H_adj,0.22505763330796494,0.19920931983920537,0.2534812232229314,20
gpt-4o-mini,base,17,H_adj,0.1997041641098107,0.16919189585748612,0.22651295419954445,20
gpt-4o-mini,base,18,H_adj,0.29309479167663227,0.23709032820539694,0.36042690944846273,20
gpt-4o-mini,base,19,H_adj,0.22468339220639372,0.17283583280422035,0.27746848227438276,20
gpt-4o-mini,base,20,H_adj,0.2293007346214652,0.19114354559012428,0.2684035411609618,20
gpt-4o-mini,base,21,H_adj,0.21468845823456523,0.18252630539119655,0.24809923013333612,20
gpt-4o-mini,base,22,H_adj,0.19720024466455233,0.14863186667585027,0.24389693578929836,20
gpt-4o-mini,base,23,H_adj,0.20932013613413383,0.17539730995306327,0.23972979028380528,20
gpt-4o-mini,base,24,H_adj,0.20517547191761126,0.18148953207667048,0.23383057239708907,20
gpt-4o-mini,base,25,H_adj,0.2480634973551258,0.21538826449967377,0.27996057248535705,20
gpt-4o-mini,base,26,H_adj,0.18643080533436904,0.1582724655240007,0.21154205118870614,20
gpt-4o-mini,base,27,H_adj,0.20973892784541698,0.16874460793561064,0.2519944349231484,20
gpt-4o-mini,base,28,H_adj,0.19200569048638222,0.15525714642179772,0.22526329328445174,20
gpt-4o-mini,base,29,H_adj,0.1295181152502175,0.08942683851195866,0.17384600257165933,20
gpt-4o-mini,base,30,H_adj,0.16862125788958807,0.13459116533627954,0.20431408878938526,20
gpt-4o-mini,switch,1,H_adj,0.013528212238309365,0.013519889188313644,0.013537461494984108,20
gpt-4o-mini,switch,2,H_adj,0.2105281070375416,0.20177861668322272,0.21890166999961294,20
gpt-4o-mini,switch,3,H_adj,0.20829047271117623,0.1780584932309983,0.23754293134769872,20
gpt-4o-mini,switch,4,H_adj,0.25906203186351623,0.2241555432282451,0.295148172913588,20
gpt-4o-mini,switch,5,H_adj,0.22874624590937637,0.21129216126307823,0.24748712776974158,20
gpt-4o-mini,switch,6,H_adj,0.21804143447406582,0.17794810631955102,0.26280966128321637,20
gpt-4o-mini,switch,7,H_adj,0.2377465702329316,0.2011259342678252,0.2717318208336033,20
gpt-4o-mini,switch,8,H_adj,0.25712719395483025,0.21371430121735388,0.30301291501336425,20
gpt-4o-mini,switch,9,H_adj,0.1890751205601518,0.1607340614881307,0.21563543834674426,20
gpt-4o-mini,switch,10,H_adj,0.2580184087515439,0.21822828798124824,0.3017589158741728,20
gpt-4o-mini,switch,11,H_adj,0.25339853528127887,0.21300744587305173,0.2949493231555954,20
gpt-4o-mini,switch,12,H_adj,0.2754770381791996,0.24123472806433746,0.3124630613726498,20
gpt-4o-mini,switch,13,H_adj,0.24559084792823027,0.207283912756159,0.2820929054780479,20
gpt-4o-mini,switch,14,H_adj,0.24419761558920805,0.20673566064855636,0.2818121228126024,19
gpt-4o-mini,switch,15,H_adj,0.23078234030413328,0.18086920599324915,0.27848545552766835,19
gpt-4o-mini,switch,16,H_adj,0.23445029570103,0.18885204955321397,0.28732910675316475,19
gpt-4o-mini,switch,17,H_adj,0.22367302302219025,0.19009773428398316,0.2566822953821146,19
gpt-4o-mini,switch,18,H_adj,0.23955448052383027,0.20553805983819617,0.2774488519088294,19
gpt-4o-mini,switch,19,H_adj,0.21123551820703018,0.17399921741930605,0.2525780390971282,19
