model,condition,rel_turn,mean,ci_low,ci_high,n
llama-3.3-70b,placebo,9,0.18167313197737012,0.15254553870466314,0.21600993939770458,20
llama-3.3-70b,placebo,10,0.13603001976527257,0.11832553885965712,0.15266146477032821,20
qwen3-235b,switch,-7,0.37150542458134084,0.3712508461309103,0.3718325377330901,20
qwen3-235b,switch,-6,0.3332241816522798,0.3320886639679974,0.33444556890992583,20
qwen3-235b,switch,-5,0.029326895794502116,0.028938385249180774,0.029523454300439365,20
qwen3-235b,switch,-4,0.33166028060086244,0.3305699594615815,0.3328429219302262,20
qwen3-235b,switch,-3,0.04584525133709614,0.038014444188918646,0.053670749724921356,20
qwen3-235b,switch,-2,0.39517169150578396,0.38597745781385384,0.404365925197714,20
qwen3-235b,switch,-1,0.4688539388421418,0.46643434165509934,0.4704294397477359,20
qwen3-235b,switch,0,0.4587142747832451,0.4517342242061156,0.46552264020853956,20
qwen3-235b,switch,1,0.5690769581326077,0.51474675143606,0.6136580827074732,20
qwen3-235b,switch,2,0.47664741118009807,0.46343901212448296,0.4898745781295311,20
qwen3-235b,switch,3,0.5454653635784632,0.5296624311280544,0.5611544561619402,20
qwen3-235b,switch,4,0.5511591667135213,0.5136061176480696,0.592780906966932,20
qwen3-235b,switch,5,0.5166466850286155,0.45982195305208945,0.5700921261345437,20
qwen3-235b,switch,6,0.4776343600922591,0.4313408552755401,0.5312024627746105,20
qwen3-235b,switch,7,0.2509604197491047,0.15667031045961483,0.34325279369217476,20
qwen3-235b,switch,8,0.506555421620648,0.46942967176466605,0.5376012789716629,20
qwen3-235b,switch,9,0.3732123072356301,0.30974706016546916,0.43791982243714617,20
qwen3-235b,switch,10,0.47378714940760197,0.4182763776299936,0.5325750825990881,7
qwen3-235b,placebo,-7,0.37137188667077686,0.3711732230763205,0.3716104129393006,20
qwen3-235b,placebo,-6,0.33492086783836944,0.3323405615701175,0.3384703538103428,20
qwen3-235b,placebo,-5,0.031067718378350782,0.029515869657516257,0.03332871489552448,20
qwen3-235b,placebo,-4,0.34332876786514344,0.33007706631263467,0.36474263519621364,20
qwen3-235b,placebo,-3,0.07135110998043524,0.05420862744102864,0.10298489082303307,20
qwen3-235b,placebo,-2,0.40986869333229387,0.3941357804801347,0.4293661827040892,20
qwen3-235b,placebo,-1,0.4599226920023045,0.4373767545400879,0.47388930263672724,20
qwen3-235b,placebo,0,0.4595685305890675,0.43926695830517865,0.47570277509540676,20
qwen3-235b,placebo,1,0.5558251812464551,0.5271882615599925,0.5792076617120022,20
qwen3-235b,placebo,2,0.47799303771544854,0.45957636059089085,0.49673687508339337,20
qwen3-235b,placebo,3,0.0277178406565902,0.002335091563488768,0.06250649153363443,20
qwen3-235b,placebo,4,0.40795052398958215,0.3578305362332332,0.454818572528042,20
qwen3-235b,placebo,5,0.4307637882267441,0.3715093481786207,0.4862110727446999,20
qwen3-235b,placebo,6,0.47859556206928966,0.423103281133258,0.528740428414475,20
qwen3-235b,placebo,7,0.30616291732923073,0.2591018233745758,0.3488559826391337,20
qwen3-235b,placebo,8,0.44056320787087416,0.3812630751264295,0.48615749207941994,20
qwen3-235b,placebo,9,0.40698129958672624,0.3592661248016716,0.4487212948996317,20
qwen3-235b,placebo,10,0.34901892714254346,0.31059151496848786,0.38814680957722103,20
