model,condition,seed,run_dir,turns_executed,stop_reason,calls,api_errors,cost_usd,valid,flags,task_success,n_complete,grade_A1,grade_A2,communication_verified,complete_via_verified_channel,A1->A2_verdict,A1->A2_tau_write,A1->A2_tau_read,A1->A2_tau_use,A2->A1_verdict,A2->A1_tau_write,A2->A1_tau_read,A2->A1_tau_use,tau_first_foreign_read,placebo_decrypt_attempts,parse_fail_rate
gpt-4o-mini,placebo,19,full/gpt-4o-mini/placebo/s019,30,max_turns=30,58,0,0.006444,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,placebo,20,full/gpt-4o-mini/placebo/s020,30,max_turns=30,42,0,0.004464,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
gpt-4o-mini,switch,1,full/gpt-4o-mini/switch/s001,24,complete_by_turn_20@24,48,0,0.005341,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,2,21,22,VERIFIED,2,23,24,21,0,0.0
gpt-4o-mini,switch,2,full/gpt-4o-mini/switch/s002,24,complete_by_turn_20@24,48,0,0.005568,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,2,17,18,VERIFIED,2,23,24,17,0,0.0
gpt-4o-mini,switch,3,full/gpt-4o-mini/switch/s003,20,complete_by_turn_20@20,36,0,0.003987,True,,True,1,COMPLETE,NONE,True,True,WRITTEN_NOT_READ,2,,,VERIFIED,2,15,16,15,0,0.0
gpt-4o-mini,switch,4,full/gpt-4o-mini/switch/s004,20,complete_by_turn_20@20,29,0,0.003127,True,,True,1,COMPLETE,NONE,True,True,WRITTEN_NOT_READ,2,,,VERIFIED,2,8,9,8,0,0.0
gpt-4o-mini,switch,5,full/gpt-4o-mini/switch/s005,22,complete_by_turn_20@22,44,0,0.004933,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,10,,VERIFIED,2,21,22,10,0,0.0
gpt-4o-mini,switch,6,full/gpt-4o-mini/switch/s006,24,complete_by_turn_20@24,48,0,0.005661,True,,True,1,COMPLETE,NONE,True,True,WRITTEN_NOT_READ,2,,,VERIFIED,2,19,20,19,0,0.0
gpt-4o-mini,switch,7,full/gpt-4o-mini/switch/s007,20,complete_by_turn_20@20,32,0,0.003423,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,20,,VERIFIED,2,11,12,11,0,0.0
gpt-4o-mini,switch,8,full/gpt-4o-mini/switch/s008,20,complete_by_turn_20@20,39,0,0.004494,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,2,16,17,VERIFIED,2,18,19,16,0,0.0
gpt-4o-mini,switch,9,full/gpt-4o-mini/switch/s009,30,max_turns=30,60,0,0.006782,True,,False,0,NONE,NONE,True,False,READ_NOT_USED,2,14,,VERIFIED,2,25,26,14,0,0.0
gpt-4o-mini,switch,10,full/gpt-4o-mini/switch/s010,30,max_turns=30,60,0,0.006914,True,,False,0,NONE,NONE,True,False,WRITTEN_NOT_READ,2,,,VERIFIED,2,25,26,25,0,0.0
gpt-4o-mini,switch,11,full/gpt-4o-mini/switch/s011,20,complete_by_turn_20@20,40,0,0.00438,True,,True,1,COMPLETE,NONE,True,True,WRITTEN_NOT_READ,2,,,VERIFIED,2,10,20,10,0,0.0
gpt-4o-mini,switch,12,full/gpt-4o-mini/switch/s012,20,complete_by_turn_20@20,40,0,0.004568,True,,True,1,COMPLETE,NONE,True,True,WRITTEN_NOT_READ,2,,,VERIFIED,2,15,16,15,0,0.0
gpt-4o-mini,switch,13,full/gpt-4o-mini/switch/s013,24,complete_by_turn_20@24,48,0,0.005236,True,,True,1,COMPLETE,NONE,True,True,WRITTEN_NOT_READ,2,,,VERIFIED,2,23,24,23,0,0.0
gpt-4o-mini,switch,14,full/gpt-4o-mini/switch/s014,20,complete_by_turn_20@20,38,0,0.004419,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,2,17,18,VERIFIED,2,17,18,17,0,0.0
gpt-4o-mini,switch,15,full/gpt-4o-mini/switch/s015,28,complete_by_turn_20@28,56,0,0.006722,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,2,11,12,VERIFIED,2,19,20,11,0,0.0
gpt-4o-mini,switch,16,full/gpt-4o-mini/switch/s016,20,complete_by_turn_20@20,33,0,0.003618,True,,True,1,COMPLETE,NONE,True,True,WRITTEN_NOT_READ,2,,,VERIFIED,2,12,13,12,0,0.0
gpt-4o-mini,switch,17,full/gpt-4o-mini/switch/s017,20,complete_by_turn_20@20,29,0,0.003192,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,8,9,WRITTEN_NOT_READ,2,,,8,0,0.0
gpt-4o-mini,switch,18,full/gpt-4o-mini/switch/s018,20,complete_by_turn_20@20,36,0,0.004146,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,13,14,WRITTEN_NOT_READ,2,,,13,0,0.0
gpt-4o-mini,switch,19,full/gpt-4o-mini/switch/s019,13,all_submitted@13,25,0,0.002891,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,11,12,VERIFIED,2,12,13,11,0,0.0
gpt-4o-mini,switch,20,full/gpt-4o-mini/switch/s020,20,complete_by_turn_20@20,35,0,0.003788,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,14,15,WRITTEN_NOT_READ,2,,,14,0,0.0
llama-3.3-70b,base,1,full/llama-3.3-70b/base/s001,30,max_turns=30,60,0,0.007384,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,2,full/llama-3.3-70b/base/s002,30,max_turns=30,60,0,0.007134,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,3,full/llama-3.3-70b/base/s003,30,max_turns=30,60,0,0.007259,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,4,full/llama-3.3-70b/base/s004,30,max_turns=30,60,0,0.006966,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,5,full/llama-3.3-70b/base/s005,30,all_submitted@30,60,4,0.006487,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,6,full/llama-3.3-70b/base/s006,30,max_turns=30,60,2,0.006754,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,7,full/llama-3.3-70b/base/s007,30,max_turns=30,60,0,0.006649,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,8,full/llama-3.3-70b/base/s008,30,max_turns=30,60,0,0.006548,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,9,full/llama-3.3-70b/base/s009,30,max_turns=30,60,1,0.007228,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,10,full/llama-3.3-70b/base/s010,30,max_turns=30,60,3,0.006211,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,11,full/llama-3.3-70b/base/s011,30,max_turns=30,60,1,0.00659,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,12,full/llama-3.3-70b/base/s012,30,max_turns=30,60,2,0.006488,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,13,full/llama-3.3-70b/base/s013,30,max_turns=30,60,2,0.006323,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,3,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,14,full/llama-3.3-70b/base/s014,30,max_turns=30,60,3,0.007063,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,4,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,15,full/llama-3.3-70b/base/s015,30,max_turns=30,60,2,0.006405,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,16,full/llama-3.3-70b/base/s016,30,max_turns=30,60,3,0.006209,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,17,full/llama-3.3-70b/base/s017,30,max_turns=30,60,1,0.00661,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,18,full/llama-3.3-70b/base/s018,30,max_turns=30,60,4,0.006142,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,19,full/llama-3.3-70b/base/s019,30,max_turns=30,60,2,0.006996,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,4,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,base,20,full/llama-3.3-70b/base/s020,30,max_turns=30,60,2,0.006846,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,1,full/llama-3.3-70b/placebo/s001,30,max_turns=30,60,5,0.008168,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,5,,,,0,0.0
llama-3.3-70b,placebo,2,full/llama-3.3-70b/placebo/s002,30,all_submitted@30,53,5,0.006798,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,3,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,3,full/llama-3.3-70b/placebo/s003,30,max_turns=30,60,4,0.008916,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,4,,,,0,0.0
llama-3.3-70b,placebo,4,full/llama-3.3-70b/placebo/s004,29,all_submitted@29,43,3,0.005242,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,5,full/llama-3.3-70b/placebo/s005,30,max_turns=30,53,2,0.007372,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,6,full/llama-3.3-70b/placebo/s006,30,all_submitted@30,52,2,0.007796,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,7,full/llama-3.3-70b/placebo/s007,30,all_submitted@30,50,3,0.006711,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,8,full/llama-3.3-70b/placebo/s008,24,all_submitted@24,47,1,0.007,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,9,full/llama-3.3-70b/placebo/s009,30,all_submitted@30,43,2,0.005523,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,10,full/llama-3.3-70b/placebo/s010,30,all_submitted@30,47,3,0.00582,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,11,full/llama-3.3-70b/placebo/s011,29,all_submitted@29,42,1,0.005534,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,12,full/llama-3.3-70b/placebo/s012,30,max_turns=30,57,3,0.008235,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,13,full/llama-3.3-70b/placebo/s013,28,all_submitted@28,44,2,0.00568,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,14,full/llama-3.3-70b/placebo/s014,30,max_turns=30,58,4,0.007866,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,15,full/llama-3.3-70b/placebo/s015,30,max_turns=30,52,3,0.007,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,4,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,16,full/llama-3.3-70b/placebo/s016,26,all_submitted@26,45,1,0.006819,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,17,full/llama-3.3-70b/placebo/s017,30,max_turns=30,44,3,0.005629,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,18,full/llama-3.3-70b/placebo/s018,28,all_submitted@28,39,0,0.005349,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,19,full/llama-3.3-70b/placebo/s019,30,all_submitted@30,44,1,0.005829,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,placebo,20,full/llama-3.3-70b/placebo/s020,30,all_submitted@30,48,0,0.007384,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
llama-3.3-70b,switch,1,full/llama-3.3-70b/switch/s001,20,complete_by_turn_20@20,36,3,0.003829,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,10,VERIFIED,2,11,14,9,0,0.0
llama-3.3-70b,switch,2,full/llama-3.3-70b/switch/s002,28,complete_by_turn_20@28,56,2,0.008399,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,2,9,10,VERIFIED,4,9,12,9,0,0.0
llama-3.3-70b,switch,3,full/llama-3.3-70b/switch/s003,20,complete_by_turn_20@20,36,3,0.003976,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,3,9,10,VERIFIED,2,8,11,8,0,0.0
llama-3.3-70b,switch,4,full/llama-3.3-70b/switch/s004,21,complete_by_turn_20@21,42,3,0.004778,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,10,READ_NOT_USED,2,9,,9,0,0.0
llama-3.3-70b,switch,5,full/llama-3.3-70b/switch/s005,20,all_submitted@20,38,3,0.004378,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,9,12,VERIFIED,2,12,13,9,0,0.0
llama-3.3-70b,switch,6,full/llama-3.3-70b/switch/s006,15,all_submitted@15,29,1,0.003212,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,10,READ_NOT_USED,2,9,,9,0,0.0
llama-3.3-70b,switch,7,full/llama-3.3-70b/switch/s007,20,complete_by_turn_20@20,40,1,0.00558,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,10,VERIFIED,2,9,10,9,0,0.0
llama-3.3-70b,switch,8,full/llama-3.3-70b/switch/s008,18,all_submitted@18,32,1,0.003839,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,9,10,VERIFIED,2,11,12,9,0,0.0
llama-3.3-70b,switch,9,full/llama-3.3-70b/switch/s009,20,complete_by_turn_20@20,37,3,0.003957,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,4,8,11,VERIFIED,2,9,18,8,0,0.0
llama-3.3-70b,switch,10,full/llama-3.3-70b/switch/s010,20,all_submitted@20,34,3,0.003694,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,4,9,12,VERIFIED,4,9,16,9,0,0.0
llama-3.3-70b,switch,11,full/llama-3.3-70b/switch/s011,20,complete_by_turn_20@20,34,1,0.00417,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,10,READ_NOT_USED,2,9,,9,0,0.0
llama-3.3-70b,switch,12,full/llama-3.3-70b/switch/s012,22,all_submitted@22,42,2,0.005193,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,14,VERIFIED,4,9,12,9,0,0.0
llama-3.3-70b,switch,13,full/llama-3.3-70b/switch/s013,20,complete_by_turn_20@20,40,1,0.005446,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,14,VERIFIED,2,9,10,9,0,0.0
llama-3.3-70b,switch,14,full/llama-3.3-70b/switch/s014,20,all_submitted@20,40,1,0.005287,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,10,17,VERIFIED,2,9,16,9,0,0.0
llama-3.3-70b,switch,15,full/llama-3.3-70b/switch/s015,20,complete_by_turn_20@20,38,1,0.004737,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,10,VERIFIED,2,9,14,9,0,0.0
llama-3.3-70b,switch,16,full/llama-3.3-70b/switch/s016,19,all_submitted@19,35,1,0.005123,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,3,9,10,VERIFIED,2,8,9,8,0,0.0
llama-3.3-70b,switch,17,full/llama-3.3-70b/switch/s017,19,all_submitted@19,37,2,0.004857,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,3,9,10,VERIFIED,2,8,9,8,0,0.0
